net,length_um
_10275_,51.56
_16041_,51.56
_04719_,51.5
_16160_,51.5
_08903_,51.48
_02595_,51.46
_16596_,51.44
_05146_,51.42
_05357_,51.4
_17155_,51.4
_19904_,51.4
_03827_,51.36
_04627_,51.36
_21647_,51.36
_19072_,51.32
_20480_,51.32
_06540_,51.3
_13913_,51.28
_10652_,51.26
clknet_leaf_102_clk,51.24
clknet_leaf_123_clk,51.24
_01105_,51.22
_15566_,51.22
_01740_,51.2
_20207_,51.2
_07314_,51.16
_22006_,51.16
m0.A21\[12\],51.12
_22551_,51.115
_16382_,51.055
_00792_,51.04
_14436_,51.04
_22377_,51.04
net103,51.02
clknet_leaf_126_clk,51.02
_00977_,51
_06013_,51
_16967_,51
_03422_,50.98
_18876_,50.98
_15333_,50.92
_03083_,50.9
_23479_,50.9
_22958_,50.88
_22262_,50.85
_06200_,50.82
_12496_,50.81
_16402_,50.8
_05194_,50.78
_18010_,50.78
clknet_leaf_120_clk,50.78
_08591_,50.76
_22544_,50.75
_14267_,50.72
clknet_leaf_153_clk,50.66
_10199_,50.62
_24602_,50.62
_20616_,50.58
_16773_,50.56
_07837_,50.54
_08117_,50.54
_17649_,50.54
_06619_,50.52
_07114_,50.5
m1.B22\[3\],50.48
_14108_,50.46
_05918_,50.44
_16997_,50.44
net764,50.44
_23234_,50.42
_10168_,50.4
_04023_,50.38
_09977_,50.38
_08533_,50.36
_18524_,50.36
_22064_,50.35
_14873_,50.34
net565,50.34
_21728_,50.28
_09113_,50.24
_10078_,50.24
_16167_,50.24
_22941_,50.24
_12234_,50.225
_11938_,50.16
_07067_,50.14
_03342_,50.135
_06473_,50.12
_14103_,50.12
_01562_,50.105
_07326_,50.1
_12528_,50.08
_24619_,50.08
_04784_,50.06
_11014_,50.06
_07716_,50.04
_25390_,50.04
_07878_,50.02
_15707_,50
_19882_,50
_23996_,50
_07829_,49.96
_10821_,49.94
net557,49.94
_13876_,49.93
_11618_,49.92
_04140_,49.9
_20642_,49.9
_17484_,49.84
_17818_,49.84
_21255_,49.84
_24184_,49.82
net46,49.82
_13274_,49.78
_16574_,49.76
_09107_,49.74
_17336_,49.74
_14701_,49.73
_01200_,49.72
_01865_,49.72
_11859_,49.72
_06402_,49.71
_02216_,49.7
_04767_,49.7
_17637_,49.68
_03007_,49.66
_12332_,49.66
_17479_,49.65
_17465_,49.64
_25619_,49.64
_05124_,49.62
_20307_,49.6
_25172_,49.6
_12610_,49.585
_05166_,49.56
_05930_,49.56
_08379_,49.56
_07913_,49.54
_01522_,49.53
_18571_,49.52
_04367_,49.48
_11012_,49.48
net42,49.48
_02261_,49.47
_16758_,49.47
_08053_,49.46
_13978_,49.46
_20566_,49.46
_05216_,49.44
_11704_,49.44
_03447_,49.4
_04319_,49.4
_05765_,49.4
_20646_,49.4
_07496_,49.38
_22245_,49.38
_06767_,49.36
_07679_,49.36
_25066_,49.36
_11462_,49.32
m1.B12\[2\],49.32
_14099_,49.24
_24961_,49.22
_04752_,49.2
_13877_,49.2
clknet_leaf_40_clk,49.2
_19498_,49.18
_15877_,49.17
_19098_,49.16
_08846_,49.14
_11191_,49.12
_04585_,49.1
_05715_,49.1
_19852_,49.1
_04376_,49.08
_09376_,49.08
m0.B12\[6\],49.065
_06680_,49.06
_11056_,49.06
_02876_,49.02
_14125_,49.01
_13717_,48.98
_14716_,48.98
_19553_,48.98
_23161_,48.98
net559,48.98
_03990_,48.96
_10674_,48.96
_16584_,48.96
_03421_,48.94
_04403_,48.94
_23065_,48.94
_10589_,48.92
_21914_,48.92
_14621_,48.88
_16730_,48.88
_21967_,48.88
_00687_,48.86
_09232_,48.86
_14338_,48.86
_02893_,48.85
_02856_,48.84
_13199_,48.84
_06362_,48.82
_16880_,48.82
_17767_,48.82
_07732_,48.8
_20256_,48.8
clknet_leaf_99_clk,48.8
_03644_,48.78
_04946_,48.76
_22491_,48.76
_03191_,48.72
_07810_,48.7
_10521_,48.7
_16689_,48.7
clknet_leaf_109_clk,48.68
_04187_,48.65
_22430_,48.62
_13271_,48.6
_23542_,48.6
_10398_,48.58
_15060_,48.58
_21959_,48.58
_20356_,48.54
_12506_,48.52
_13845_,48.52
_18979_,48.52
clknet_leaf_122_clk,48.52
_15817_,48.51
_10179_,48.5
_09062_,48.48
_11659_,48.48
_17464_,48.46
_20749_,48.46
_16854_,48.455
_18003_,48.4
_05057_,48.38
_20392_,48.38
m0.B21\[6\],48.38
_03149_,48.36
_18433_,48.36
_21961_,48.355
_10612_,48.32
_17391_,48.32
_17671_,48.32
_20733_,48.32
_25455_,48.32
clknet_leaf_22_clk,48.32
_23538_,48.3
_08056_,48.28
_01129_,48.26
_04714_,48.26
_16930_,48.26
_22073_,48.26
_23683_,48.26
_13843_,48.23
_09771_,48.22
_08785_,48.2
_14084_,48.2
_24797_,48.18
_09512_,48.16
_22121_,48.16
_15547_,48.14
_20717_,48.12
_25505_,48.12
_04938_,48.1
_20446_,48.1
_22418_,48.1
_07445_,48.04
_16782_,48.04
_20579_,48.04
_07164_,48.02
_19352_,48
_23457_,48
_11789_,47.98
_13878_,47.98
_12300_,47.92
_03118_,47.9
_06763_,47.9
_07221_,47.9
_10823_,47.9
_23498_,47.9
clknet_leaf_44_clk,47.9
_14012_,47.89
_12023_,47.88
_23755_,47.88
_15104_,47.86
_25040_,47.86
_01361_,47.84
_03100_,47.84
clknet_leaf_148_clk,47.84
_05330_,47.82
_10660_,47.82
clknet_leaf_143_clk,47.82
_15216_,47.8
_23760_,47.8
_15254_,47.78
_13844_,47.76
clknet_leaf_48_clk,47.72
_24092_,47.71
_10804_,47.7
_13741_,47.7
_15177_,47.7
_17317_,47.7
_23759_,47.69
_11805_,47.68
_12384_,47.68
_14350_,47.68
_22854_,47.68
_22387_,47.66
_22065_,47.64
_04779_,47.62
_20136_,47.56
_25797_,47.56
_25345_,47.54
_19090_,47.5
_02659_,47.48
_03607_,47.48
_21850_,47.48
net211,47.48
_04536_,47.44
_05031_,47.44
_11002_,47.44
_15708_,47.44
_02557_,47.42
_14233_,47.42
_14622_,47.42
_23426_,47.42
net847,47.405
_22089_,47.4
_21290_,47.38
_08588_,47.335
_16602_,47.32
_20132_,47.3
_24169_,47.3
_16450_,47.28
_10497_,47.26
_15352_,47.26
net714,47.26
_10881_,47.24
_21028_,47.24
_21970_,47.22
_06163_,47.2
_03632_,47.16
_01943_,47.12
_05864_,47.12
_19395_,47.12
_04324_,47.1
_16984_,47.08
_02237_,47.06
_02589_,47.06
_25807_,47.06
_12787_,47.02
_23503_,47.02
_24978_,47.02
_14921_,47
_05993_,46.99
_08027_,46.98
_08779_,46.98
_11725_,46.98
_17275_,46.98
_23688_,46.98
_08937_,46.97
_08046_,46.95
_10735_,46.94
_12227_,46.94
_16426_,46.94
_24081_,46.92
_09201_,46.9
_08221_,46.86
_22494_,46.86
_06183_,46.78
_05005_,46.76
_05920_,46.76
clknet_leaf_163_clk,46.76
_16753_,46.74
_20127_,46.74
_23281_,46.74
_15974_,46.73
_04669_,46.72
_14412_,46.72
_14863_,46.72
_23347_,46.72
_23534_,46.71
_08171_,46.68
_16632_,46.68
_17669_,46.68
net27,46.68
_19524_,46.66
_25127_,46.66
_19997_,46.64
_13947_,46.62
_12586_,46.6
_04029_,46.58
_12004_,46.58
_03585_,46.56
_06823_,46.54
_23713_,46.54
_17573_,46.535
_07412_,46.52
_23513_,46.52
_04866_,46.48
_04422_,46.47
_08974_,46.47
_15055_,46.42
_25741_,46.42
_03305_,46.4
_08704_,46.4
_03242_,46.38
_23103_,46.36
_12222_,46.34
_16386_,46.34
_22039_,46.34
clknet_leaf_16_clk,46.34
_09703_,46.32
_16691_,46.32
_02773_,46.3
_03691_,46.28
_20478_,46.28
_21869_,46.28
_14181_,46.26
_10871_,46.24
_22311_,46.24
_17033_,46.22
_15002_,46.215
_19092_,46.2
_00755_,46.18
_19419_,46.14
_03801_,46.06
_08550_,46.02
_11660_,46.02
_15313_,46.02
_23889_,46
net601,46
_04511_,45.98
_08784_,45.96
_09542_,45.94
_09625_,45.94
_21677_,45.94
net574,45.92
_01443_,45.9
_24916_,45.88
_12085_,45.84
_25103_,45.84
_25203_,45.84
net105,45.82
_06129_,45.8
_18563_,45.8
_13617_,45.78
_17380_,45.78
_19179_,45.78
_10691_,45.77
_17045_,45.76
_04923_,45.74
_00766_,45.72
_08617_,45.72
_16124_,45.7
_07798_,45.68
_14117_,45.66
_09699_,45.64
_04410_,45.575
_13713_,45.575
_03276_,45.56
_03772_,45.56
_25730_,45.56
_25906_,45.56
clknet_leaf_67_clk,45.56
_11707_,45.54
_20682_,45.52
_11305_,45.48
_23547_,45.48
_03631_,45.46
_16415_,45.46
_07072_,45.44
_24470_,45.44
_05835_,45.42
_07474_,45.34
_13695_,45.34
_07749_,45.32
_16161_,45.32
_17121_,45.32
net552,45.32
_02040_,45.28
_22036_,45.28
net181,45.26
_05703_,45.24
net51,45.22
_15000_,45.18
_13523_,45.16
_11201_,45.14
_21000_,45.14
clknet_leaf_5_clk,45.14
clknet_leaf_6_clk,45.14
_23304_,45.12
_08863_,45.1
_09721_,45.1
_16887_,45.06
_21254_,45.06
_23454_,45.06
clknet_leaf_118_clk,45.055
_16184_,45.02
_23106_,45.015
_10406_,45
_19209_,44.98
_15292_,44.945
_04718_,44.92
_11781_,44.92
_24256_,44.91
_03295_,44.9
_04160_,44.9
net508,44.9
_17369_,44.89
_07840_,44.88
_04230_,44.86
_08603_,44.86
_25205_,44.84
_12575_,44.82
_21969_,44.82
_06937_,44.8
_07590_,44.8
_19374_,44.8
_22116_,44.8
_23536_,44.8
_11023_,44.78
_13639_,44.76
_13800_,44.72
_24250_,44.72
_07678_,44.7
_07772_,44.7
_10648_,44.7
_23296_,44.7
_25641_,44.7
_03157_,44.68
_09613_,44.66
_03271_,44.62
_24041_,44.62
_02341_,44.6
_16282_,44.6
_08324_,44.58
_15570_,44.58
_23769_,44.56
_13890_,44.54
_10224_,44.52
_12483_,44.52
_18782_,44.52
_23884_,44.5
_06086_,44.48
_06293_,44.48
_08133_,44.46
_01563_,44.45
_25187_,44.45
_18767_,44.44
_07750_,44.42
_13518_,44.42
_17402_,44.4
_03987_,44.38
_05741_,44.38
_25204_,44.38
_08425_,44.36
_08633_,44.36
_07762_,44.34
_07949_,44.34
_18961_,44.34
_23184_,44.34
m0.B12\[12\],44.34
_04911_,44.32
_12805_,44.32
_22088_,44.32
_23813_,44.32
net804,44.32
_20265_,44.3
_22003_,44.3
_16715_,44.29
_23440_,44.26
_20919_,44.24
_06679_,44.22
_14612_,44.22
_09147_,44.16
_01224_,44.14
_07122_,44.11
net537,44.1
_07286_,44.09
_06709_,44.08
_16978_,44.06
_14993_,44.04
_17027_,44.04
_19805_,44.04
_01945_,44.02
_10313_,44.02
_02016_,44
_07152_,44
_20400_,43.99
_01280_,43.96
_02696_,43.96
_06943_,43.96
_07359_,43.96
_10869_,43.9
_04640_,43.88
_10381_,43.88
_10657_,43.88
_20355_,43.88
_24542_,43.88
_25392_,43.88
_24045_,43.86
net579,43.86
_01450_,43.84
_02650_,43.84
_05155_,43.84
_12152_,43.84
_15092_,43.84
_08692_,43.83
_20090_,43.82
_23190_,43.82
_03615_,43.8
_15042_,43.8
_15204_,43.8
_08380_,43.78
_19869_,43.78
_13848_,43.76
_18530_,43.76
_21940_,43.76
_22423_,43.74
_24126_,43.74
_08727_,43.72
_20224_,43.72
_20971_,43.72
_23354_,43.72
_22436_,43.7
_07497_,43.68
_01824_,43.66
_13652_,43.66
_16988_,43.66
_17558_,43.64
_16203_,43.62
_18270_,43.62
_08524_,43.58
_13940_,43.54
_12879_,43.52
_07789_,43.5
_18802_,43.5
_12554_,43.48
net725,43.48
_11325_,43.46
_04320_,43.44
_25788_,43.44
_01249_,43.42
_01986_,43.42
_22626_,43.42
_12205_,43.4
_22004_,43.38
_02989_,43.34
_25731_,43.34
clknet_leaf_52_clk,43.34
_07475_,43.32
_23335_,43.3
_18869_,43.28
_20351_,43.26
_00684_,43.245
_04404_,43.24
_10212_,43.24
_25564_,43.24
_02653_,43.16
_17131_,43.16
_24044_,43.16
_24260_,43.14
_11957_,43.12
_10611_,43.1
_25654_,43.1
_03445_,43.08
clknet_leaf_4_clk,43.08
_23954_,43.06
_00915_,43.04
_02870_,43.04
_11049_,43
_15021_,43
_14044_,42.99
_00528_,42.985
_08862_,42.98
_02449_,42.96
net176,42.96
_20166_,42.94
_17683_,42.92
_18296_,42.9
_04338_,42.88
_10538_,42.86
_03170_,42.84
_16468_,42.8
_17693_,42.78
_06084_,42.76
_07189_,42.76
_04418_,42.74
_22501_,42.72
_25838_,42.68
_16861_,42.64
_14410_,42.62
_21886_,42.62
_22912_,42.62
_25038_,42.62
_09374_,42.6
_20156_,42.6
_01591_,42.58
_05352_,42.58
_25907_,42.58
net108,42.58
_14368_,42.56
_17139_,42.54
_25007_,42.54
_03591_,42.52
_09031_,42.52
_05577_,42.51
_15705_,42.5
_12225_,42.46
_13270_,42.46
_25367_,42.46
_25526_,42.46
_01030_,42.4
_13281_,42.38
_08664_,42.34
_03754_,42.32
_18292_,42.32
_02376_,42.3
_03131_,42.3
_12825_,42.3
net81,42.3
net767,42.29
_01829_,42.26
_03289_,42.26
_25690_,42.26
_05500_,42.24
_07352_,42.24
_21866_,42.22
_14579_,42.2
_02041_,42.18
_25905_,42.18
_23886_,42.16
clknet_leaf_149_clk,42.16
_11388_,42.14
_07097_,42.12
_07292_,42.12
net165,42.12
B_flat[179],42.1
_09093_,42.1
_02728_,42.08
_06213_,42.08
_08628_,42.08
_25955_,42.08
_01878_,42.06
_25820_,42.06
clknet_leaf_116_clk,42.06
_23693_,42.04
_13939_,42
_12622_,41.98
_12881_,41.98
_05056_,41.96
_12321_,41.96
_20641_,41.96
_22309_,41.96
_25823_,41.96
_05778_,41.94
_25062_,41.94
_18929_,41.92
_22721_,41.92
_22438_,41.9
_12009_,41.88
_15169_,41.88
B_flat[176],41.86
_01761_,41.85
_21510_,41.84
_20187_,41.8
_04820_,41.78
_09204_,41.78
_22539_,41.76
_24083_,41.76
_25357_,41.72
_05004_,41.71
_10470_,41.7
_25464_,41.695
_15845_,41.68
_23522_,41.68
m0.A11\[14\],41.68
B_flat[172],41.66
_02335_,41.66
_09971_,41.66
_11741_,41.66
_20160_,41.66
_20768_,41.66
_01227_,41.65
_14624_,41.64
_20584_,41.64
_01895_,41.62
_12379_,41.62
_20247_,41.62
_18786_,41.6
_04150_,41.59
_02608_,41.58
_09408_,41.58
_21792_,41.58
clknet_leaf_139_clk,41.58
_09375_,41.56
_01479_,41.54
net206,41.54
_01485_,41.53
_00517_,41.52
_00980_,41.52
_20521_,41.52
_06548_,41.5
_10261_,41.5
clknet_leaf_32_clk,41.5
_07577_,41.48
_16941_,41.48
_14813_,41.46
_08551_,41.42
_08552_,41.42
_18842_,41.42
_11282_,41.4
_17486_,41.4
_06651_,41.37
_07812_,41.34
_12524_,41.34
_08687_,41.32
_25316_,41.32
_16006_,41.3
_23185_,41.27
_12252_,41.25
_08399_,41.24
_16387_,41.24
_18873_,41.24
_23997_,41.24
_17552_,41.22
_13795_,41.21
_25140_,41.16
_14239_,41.12
_21690_,41.12
_04242_,41.08
_07169_,41.08
_19416_,41.08
_07428_,41.07
_02566_,41.06
_23704_,41.06
_06991_,41.04
_10107_,41.04
_20229_,41.04
_06521_,41.02
net586,41.02
_12302_,41
_21637_,40.98
_23082_,40.98
_23356_,40.96
_13825_,40.94
clknet_leaf_12_clk,40.92
_21438_,40.84
_04188_,40.835
net170,40.82
_14096_,40.8
_19870_,40.78
_22104_,40.78
_06543_,40.76
_14992_,40.72
_17495_,40.715
_07657_,40.7
_21890_,40.7
_21867_,40.68
_15741_,40.66
net344,40.66
_07469_,40.655
_02692_,40.64
net568,40.64
_15099_,40.62
net80,40.62
_14868_,40.6
clknet_leaf_91_clk,40.58
_07163_,40.56
_21924_,40.56
_02451_,40.54
_02635_,40.54
_08174_,40.54
_17007_,40.54
_20442_,40.54
_13147_,40.52
_10233_,40.5
_12664_,40.48
_16270_,40.48
_20544_,40.455
_09251_,40.44
_07884_,40.42
_08553_,40.42
_21884_,40.42
_23662_,40.38
_09794_,40.36
_04417_,40.34
net798,40.34
_14620_,40.335
_01153_,40.32
_01762_,40.32
_15548_,40.32
_20792_,40.32
net549,40.32
_00825_,40.3
_11057_,40.3
_25707_,40.295
_01793_,40.26
_22929_,40.26
_23598_,40.26
_01390_,40.24
_22656_,40.24
_11212_,40.22
_15739_,40.22
_24541_,40.2
net82,40.2
_03181_,40.18
_04616_,40.16
_15512_,40.16
_25170_,40.16
_08838_,40.13
_02774_,40.1
_25234_,40.1
net572,40.1
_11157_,40.08
_22415_,40.08
_11047_,40.06
_07641_,40.04
_16651_,40.04
_18427_,40.04
_24501_,40.04
_08644_,40.02
net271,40.02
B_flat[175],40
_21781_,40
_01520_,39.98
_04463_,39.98
_09627_,39.98
_13330_,39.98
_20760_,39.98
_25054_,39.98
_08904_,39.96
_10938_,39.96
_23881_,39.95
_08081_,39.94
_11048_,39.94
_22264_,39.94
_03381_,39.92
_16677_,39.92
_13761_,39.9
_12054_,39.89
_15704_,39.88
_05834_,39.865
_13676_,39.86
_15397_,39.86
_07634_,39.85
_08523_,39.84
_22497_,39.82
_05907_,39.8
_12244_,39.8
_04605_,39.78
_06440_,39.78
_06150_,39.76
_08168_,39.76
_12317_,39.76
_15747_,39.76
_01828_,39.74
net983,39.74
_16936_,39.72
_19029_,39.72
_23781_,39.72
_07981_,39.7
_12959_,39.7
_21514_,39.7
_24678_,39.7
_21263_,39.68
_24257_,39.68
_17778_,39.67
_09879_,39.64
_02584_,39.63
_18127_,39.63
_04555_,39.62
_13808_,39.62
_02998_,39.6
_03272_,39.58
_07906_,39.58
_11392_,39.58
_17341_,39.58
_17711_,39.58
clknet_leaf_45_clk,39.58
_07692_,39.56
_17492_,39.54
clknet_leaf_100_clk,39.54
_01662_,39.52
_03060_,39.52
_22085_,39.5
_06149_,39.46
_07003_,39.46
_25153_,39.46
_01873_,39.45
_22400_,39.42
_08029_,39.4
_23976_,39.4
_08431_,39.38
_06510_,39.365
_02619_,39.36
_13937_,39.36
_16708_,39.36
_23834_,39.36
_02252_,39.325
_17255_,39.32
_25621_,39.31
_02928_,39.3
_22528_,39.3
_01362_,39.28
_02061_,39.28
_06303_,39.28
_12149_,39.28
_19151_,39.28
net123,39.28
_09177_,39.26
_17509_,39.26
_07845_,39.24
_23792_,39.24
_13968_,39.22
_10904_,39.2
_14983_,39.2
_20759_,39.2
_20956_,39.2
_03850_,39.18
_09632_,39.18
_11469_,39.18
_06483_,39.16
_13728_,39.16
_23412_,39.16
_12109_,39.12
_25164_,39.1
_16279_,39.08
_24679_,39.08
_12655_,39.06
_18980_,39.04
_20042_,39.02
_01486_,39
_04127_,39
_08773_,38.98
_23814_,38.94
_02109_,38.9
_02737_,38.9
_11786_,38.88
_06577_,38.86
_07806_,38.86
_11694_,38.86
_15531_,38.86
_24490_,38.86
_23791_,38.83
_06830_,38.82
_19603_,38.82
_25324_,38.82
clknet_leaf_162_clk,38.82
_08823_,38.8
_10204_,38.79
_02436_,38.78
_18925_,38.78
_24630_,38.78
_11883_,38.74
_20015_,38.74
_02703_,38.7
net587,38.7
_02797_,38.68
_09026_,38.68
_19405_,38.68
_04760_,38.66
_08629_,38.66
_19905_,38.6
_12798_,38.58
_19849_,38.58
_17382_,38.56
_09791_,38.54
_14669_,38.5
_07212_,38.48
_17801_,38.48
_03259_,38.46
_05837_,38.44
_17845_,38.44
_01296_,38.4
_04611_,38.4
_16711_,38.4
_23313_,38.4
_17475_,38.38
_01866_,38.37
_25099_,38.36
_08786_,38.34
_23917_,38.34
_13491_,38.32
_20637_,38.32
clknet_leaf_159_clk,38.32
_12226_,38.3
_03028_,38.28
_12993_,38.28
_02596_,38.26
_15976_,38.26
_00787_,38.24
_12328_,38.24
clknet_leaf_121_clk,38.24
_21687_,38.22
_14381_,38.2
_13864_,38.18
_21973_,38.16
_11997_,38.12
_23173_,38.12
_02662_,38.1
_05051_,38.1
_07727_,38.08
_17456_,38.08
_24011_,38.07
_13438_,38.06
_23305_,38.06
_12568_,38.04
_11931_,38
_04285_,37.98
_04935_,37.98
_15307_,37.98
_19075_,37.98
_20425_,37.98
_23497_,37.98
_20079_,37.96
_05693_,37.93
_25323_,37.9
_07188_,37.86
_25018_,37.86
_11394_,37.85
_14630_,37.84
_22013_,37.84
net533,37.84
_15878_,37.82
_25233_,37.82
_14379_,37.805
_08682_,37.8
_07470_,37.78
_18915_,37.78
_23355_,37.77
_19172_,37.76
_11336_,37.74
_14244_,37.74
_14831_,37.74
_15912_,37.74
_13658_,37.72
_17504_,37.71
_04175_,37.68
_07956_,37.68
_08337_,37.68
_03786_,37.66
_04276_,37.66
_11182_,37.66
_11708_,37.66
_17811_,37.66
_04677_,37.64
_11948_,37.62
m2.A22\[3\],37.62
_06164_,37.58
_04731_,37.56
_19960_,37.555
_16188_,37.54
_09378_,37.52
_11172_,37.52
_20611_,37.52
_20796_,37.52
_14131_,37.5
_18472_,37.48
_07828_,37.44
_08491_,37.44
_17817_,37.44
_20512_,37.44
_07397_,37.42
clknet_leaf_89_clk,37.4
_12253_,37.38
_04957_,37.375
_02155_,37.3
_03340_,37.24
_17861_,37.24
_23291_,37.24
_02813_,37.22
_17462_,37.2
_25029_,37.2
_07903_,37.18
_25043_,37.18
_10570_,37.16
_22526_,37.16
_07691_,37.14
_10100_,37.14
_21847_,37.14
clknet_leaf_154_clk,37.14
_17470_,37.12
_02780_,37.1
_13953_,37.1
_17463_,37.1
_14647_,37.08
_16731_,37.075
_10706_,37.07
_20740_,37.06
_25642_,37.04
state\[2\],37.04
_15373_,37.02
_05604_,37
_02208_,36.98
_05196_,36.98
_22166_,36.98
B_flat[178],36.92
_01551_,36.92
_19042_,36.92
_04280_,36.91
_07663_,36.9
_14816_,36.9
_11003_,36.88
_22442_,36.875
_21042_,36.87
_07214_,36.86
_08800_,36.86
_06108_,36.84
_10499_,36.84
_15504_,36.84
_15738_,36.84
_21446_,36.84
_23567_,36.84
_24164_,36.84
_10309_,36.82
_11405_,36.82
_21448_,36.8
_23213_,36.8
_23344_,36.8
_04213_,36.78
_23425_,36.78
_10709_,36.76
_22099_,36.76
_21171_,36.75
_04098_,36.74
_24059_,36.74
_01169_,36.72
_10878_,36.72
_13585_,36.72
_21896_,36.72
_02315_,36.7
_02287_,36.68
_03123_,36.66
_12726_,36.66
_16718_,36.66
_10642_,36.64
_18474_,36.64
_22142_,36.62
_11536_,36.6
_19023_,36.6
_20934_,36.6
_07847_,36.59
_20960_,36.59
_13050_,36.58
_02736_,36.56
_06168_,36.56
_14523_,36.56
_18730_,36.56
_20459_,36.56
_06341_,36.545
_06923_,36.54
_01193_,36.5
_20739_,36.48
_12582_,36.45
_24970_,36.44
_21673_,36.42
_06082_,36.4
_19379_,36.4
_22527_,36.4
clknet_leaf_110_clk,36.4
_10195_,36.36
_15712_,36.36
_22641_,36.36
A_flat[209],36.35
_13932_,36.34
_17138_,36.34
_01555_,36.32
_05935_,36.32
_09233_,36.32
_23110_,36.32
_23659_,36.32
_11857_,36.3
_25563_,36.3
_15449_,36.28
_20139_,36.28
_05695_,36.265
_07578_,36.26
_13303_,36.26
_12196_,36.24
_22307_,36.24
_10086_,36.22
_02222_,36.2
_12785_,36.2
clknet_leaf_167_clk,36.2
_01578_,36.16
_16935_,36.15
_23556_,36.14
clknet_leaf_117_clk,36.14
_02427_,36.1
_06609_,36.1
_10200_,36.1
_11671_,36.1
_21990_,36.08
_06988_,36.06
_05621_,36.04
_10161_,36.04
B_flat[174],36
_01427_,36
_10794_,36
_08810_,35.98
_14052_,35.98
_07811_,35.96
_16810_,35.96
_07735_,35.94
_17448_,35.94
_19106_,35.94
_16638_,35.92
_17108_,35.92
_06778_,35.9
_15549_,35.9
_18349_,35.885
_19856_,35.88
_02756_,35.86
_04337_,35.86
_24459_,35.86
_17273_,35.84
_23697_,35.84
_02350_,35.815
_14763_,35.8
_17326_,35.8
_18222_,35.8
_21561_,35.8
_21786_,35.8
_22542_,35.8
_07539_,35.78
_19756_,35.775
_04334_,35.76
_05855_,35.76
_16736_,35.76
_24089_,35.76
_03051_,35.74
_04401_,35.74
_06272_,35.74
_08993_,35.74
_10926_,35.73
_01931_,35.72
_06060_,35.72
_17840_,35.72
clknet_leaf_95_clk,35.72
_20814_,35.7
_03393_,35.68
_06620_,35.68
_15391_,35.68
_14548_,35.66
_25393_,35.66
_10600_,35.645
_07574_,35.64
_12643_,35.64
_21698_,35.64
_05138_,35.635
_04070_,35.62
net575,35.6
_12224_,35.58
_18611_,35.58
_05542_,35.56
_12812_,35.56
_17483_,35.56
_13992_,35.54
_25737_,35.54
_01825_,35.52
_04858_,35.52
_06602_,35.52
_07127_,35.52
_07782_,35.52
_13181_,35.52
_16197_,35.52
_22169_,35.52
net970,35.52
_01347_,35.5
_04323_,35.48
_03241_,35.46
_11206_,35.46
_21549_,35.46
_22791_,35.46
_13975_,35.44
_14333_,35.44
_06307_,35.42
_07355_,35.42
_07827_,35.42
_10550_,35.42
_18248_,35.4
_02762_,35.39
_25970_,35.39
_08511_,35.38
_09438_,35.38
_19842_,35.38
_01252_,35.36
_06924_,35.36
_14910_,35.36
_18846_,35.3
_13665_,35.28
_23211_,35.28
_03010_,35.26
_07002_,35.26
_07673_,35.26
_11996_,35.24
_04052_,35.22
_24127_,35.22
_05349_,35.2
_13083_,35.2
_08369_,35.18
_08586_,35.18
_15868_,35.18
_01870_,35.16
_07407_,35.14
_15047_,35.14
_15805_,35.14
_21447_,35.14
_03436_,35.12
_07934_,35.12
_09952_,35.12
_03030_,35.1
net791,35.1
_17327_,35.08
_17443_,35.08
_24077_,35.06
_25308_,35.06
_20466_,35.04
_01627_,35.02
_06441_,35.02
_20589_,35.02
_10622_,34.96
_22269_,34.96
_05229_,34.94
_08565_,34.92
_17622_,34.92
_24853_,34.92
_18526_,34.9
_21812_,34.9
_14994_,34.88
_01454_,34.86
_22398_,34.86
_13861_,34.84
_22344_,34.84
_23702_,34.84
_09902_,34.8
B_flat[177],34.76
_07297_,34.76
_07505_,34.76
_15431_,34.76
_25565_,34.76
_07758_,34.73
_07143_,34.72
_08026_,34.72
_24760_,34.72
_00919_,34.7
_07569_,34.7
_21768_,34.7
_25189_,34.69
_00933_,34.68
_05872_,34.68
_19941_,34.68
net605,34.68
_02925_,34.66
_08181_,34.66
_12470_,34.66
_12680_,34.66
_23112_,34.66
_00994_,34.64
_01308_,34.64
_08632_,34.64
_13671_,34.64
_17297_,34.64
_14603_,34.63
_02597_,34.62
_02962_,34.62
_04332_,34.6
_20016_,34.6
_18871_,34.58
_07206_,34.55
_03343_,34.52
_21398_,34.52
_14169_,34.5
_16747_,34.5
_23972_,34.5
_24029_,34.5
_02078_,34.48
_02360_,34.48
_01502_,34.46
_02726_,34.46
_02313_,34.44
_08118_,34.44
_17973_,34.44
_20312_,34.44
net604,34.44
_02944_,34.42
_04748_,34.4
_14508_,34.4
_19971_,34.4
_22291_,34.4
_15950_,34.39
_10649_,34.38
_23470_,34.38
_10603_,34.37
_06967_,34.36
_10935_,34.36
_12166_,34.36
_20331_,34.36
_13539_,34.35
_01410_,34.34
_02631_,34.34
_01932_,34.32
_22629_,34.32
_14895_,34.3
_15134_,34.3
_18203_,34.3
_18939_,34.3
_04636_,34.28
_07869_,34.28
_23256_,34.28
_24224_,34.28
_15221_,34.275
_03907_,34.26
_08877_,34.26
_09217_,34.26
_14564_,34.26
_07335_,34.24
_21278_,34.24
_01581_,34.2
_06006_,34.2
_12814_,34.2
_21895_,34.2
_08709_,34.18
_16769_,34.18
_17619_,34.18
